"customer_id","last_purchase","frequency","monetary","r_score","f_score","m_score","segment"
12901.0,"2011-12-01 10:07:00",28,17654.54,1,4,4,"Lost"
14952.0,"2011-10-11 10:33:00",32,17629.35,2,4,4,"At risk"
16652.0,"2011-10-12 09:38:00",16,17550.39,2,4,4,"At risk"
15189.0,"2011-12-08 13:22:00",46,17524.38,1,4,4,"Lost"
18172.0,"2011-11-25 11:12:00",52,17479.84,1,4,4,"Lost"
16019.0,"2011-10-24 11:51:00",27,17465.85,2,4,4,"At risk"
15523.0,"2011-09-16 16:29:00",16,17359.99,2,4,4,"At risk"
13027.0,"2011-08-18 09:39:00",19,17335.20,3,4,4,"Loyal"
17416.0,"2011-11-10 12:47:00",22,17298.45,2,4,4,"At risk"
13564.0,"2011-07-18 14:33:00",37,17249.55,3,4,4,"Loyal"
17735.0,"2011-12-07 16:47:00",26,17244.93,1,4,4,"Lost"
14277.0,"2011-11-24 15:01:00",9,17225.81,1,4,4,"Lost"
15358.0,"2011-12-05 09:04:00",42,17050.41,1,4,4,"Lost"
15125.0,"2011-11-14 13:57:00",24,17024.87,1,4,4,"Lost"
16656.0,"2011-11-17 14:43:00",30,16833.17,1,4,4,"Lost"
12454.0,"2011-10-14 17:13:00",5,16679.78,2,3,4,"At risk"
16553.0,"2011-06-29 15:42:00",33,16644.01,3,4,4,"Loyal"
13199.0,"2011-12-06 12:30:00",67,16432.89,1,4,4,"Lost"
14961.0,"2011-11-29 09:42:00",22,16410.15,1,4,4,"Lost"
13225.0,"2011-12-06 13:29:00",16,16260.07,1,4,4,"Lost"
16180.0,"2011-08-31 16:28:00",13,16249.87,3,4,4,"Loyal"
12980.0,"2011-07-05 09:34:00",21,16245.78,3,4,4,"Loyal"
15044.0,"2011-11-20 13:20:00",35,16204.33,1,4,4,"Lost"
14733.0,"2011-11-23 15:39:00",15,16184.97,1,4,4,"Lost"
18092.0,"2011-12-07 13:14:00",18,16179.44,1,4,4,"Lost"
17107.0,"2011-11-06 14:14:00",10,16075.42,2,4,4,"At risk"
12971.0,"2011-12-06 12:20:00",116,15972.79,1,4,4,"Lost"
17716.0,"2011-11-17 12:00:00",24,15956.97,1,4,4,"Lost"
14769.0,"2011-12-07 10:24:00",17,15771.88,1,4,4,"Lost"
14849.0,"2011-11-18 10:58:00",43,15763.45,1,4,4,"Lost"
16191.0,"2011-12-07 11:26:00",24,15688.02,1,4,4,"Lost"
15768.0,"2011-08-16 10:48:00",34,15601.09,3,4,4,"Loyal"
13488.0,"2011-11-22 14:41:00",23,15587.88,1,4,4,"Lost"
12949.0,"2011-11-09 11:25:00",22,15526.70,2,4,4,"At risk"
15601.0,"2011-11-28 15:15:00",30,14960.12,1,4,4,"Lost"
14543.0,"2011-11-11 12:45:00",39,14906.77,2,4,4,"At risk"
18087.0,"2011-09-02 15:12:00",17,14761.52,3,4,4,"Loyal"
16126.0,"2011-11-10 16:03:00",15,14646.80,2,4,4,"At risk"
17133.0,"2011-11-24 12:27:00",12,14622.33,1,4,4,"Lost"
16873.0,"2011-12-05 12:05:00",12,14617.39,1,4,4,"Lost"
15482.0,"2011-11-24 10:46:00",19,14592.56,1,4,4,"Lost"
16713.0,"2011-11-21 12:36:00",32,14560.69,1,4,4,"Lost"
17448.0,"2010-07-30 14:07:00",46,14556.97,4,4,4,"Champion"
14299.0,"2011-12-01 16:05:00",27,14499.49,1,4,4,"Lost"
12583.0,"2011-12-07 08:07:00",27,14447.44,1,4,4,"Lost"
15093.0,"2011-11-21 13:09:00",23,14326.11,1,4,4,"Lost"
12476.0,"2011-11-24 12:40:00",23,14115.41,1,4,4,"Lost"
17017.0,"2011-12-07 09:32:00",29,14110.61,1,4,4,"Lost"
15005.0,"2011-11-24 12:25:00",56,14106.20,1,4,4,"Lost"
13090.0,"2011-12-01 12:39:00",24,14103.09,1,4,4,"Lost"
12714.0,"2011-11-30 15:43:00",12,14093.71,1,4,4,"Lost"
13178.0,"2011-11-13 16:14:00",21,14059.19,2,4,4,"At risk"
17589.0,"2011-10-10 16:58:00",18,14049.87,2,4,4,"At risk"
18223.0,"2011-12-05 09:11:00",26,14000.85,1,4,4,"Lost"
15502.0,"2011-11-24 12:48:00",14,13993.47,1,4,4,"Lost"
12435.0,"2011-09-21 09:06:00",6,13925.93,2,3,4,"At risk"
15760.0,"2010-03-19 11:45:00",2,13916.34,4,2,4,"Loyal"
16558.0,"2011-12-09 10:20:00",38,13873.51,1,4,4,"Lost"
15291.0,"2011-11-14 11:02:00",40,13846.56,2,4,4,"At risk"
15032.0,"2011-03-28 15:03:00",8,13780.65,3,4,4,"Loyal"
15382.0,"2011-11-25 10:58:00",12,13733.55,1,4,4,"Lost"
12567.0,"2011-11-17 11:02:00",15,13709.86,1,4,4,"Lost"
12989.0,"2011-12-06 15:28:00",33,13551.75,1,4,4,"Lost"
13468.0,"2011-12-08 10:39:00",72,13390.51,1,4,4,"Lost"
13097.0,"2011-11-07 10:43:00",28,13389.22,2,4,4,"At risk"
16923.0,"2011-11-27 13:00:00",32,13378.36,1,4,4,"Lost"
15738.0,"2011-11-21 08:26:00",41,13372.97,1,4,4,"Lost"
13629.0,"2011-11-16 13:21:00",19,13370.86,1,4,4,"Lost"
13969.0,"2011-12-02 15:11:00",35,13365.87,1,4,4,"Lost"
14049.0,"2011-11-23 12:20:00",13,13239.03,1,4,4,"Lost"
13316.0,"2011-11-02 13:40:00",10,13191.57,2,4,4,"At risk"
16549.0,"2011-11-29 15:06:00",34,13182.19,1,4,4,"Lost"
13668.0,"2011-12-07 12:11:00",35,13089.94,1,4,4,"Lost"
18225.0,"2011-12-06 13:27:00",26,13054.26,1,4,4,"Lost"
14110.0,"2011-12-06 12:26:00",33,12987.95,1,4,4,"Lost"
16161.0,"2011-12-08 12:10:00",43,12831.80,1,4,4,"Lost"
13952.0,"2011-05-06 09:00:00",14,12823.52,3,4,4,"Loyal"
17858.0,"2011-12-04 11:56:00",30,12797.65,1,4,4,"Lost"
12683.0,"2011-12-05 16:31:00",21,12696.78,1,4,4,"Lost"
12437.0,"2011-12-08 11:35:00",39,12683.40,1,4,4,"Lost"
12451.0,"2011-11-29 08:40:00",8,12669.88,1,4,4,"Lost"
15465.0,"2011-11-20 10:11:00",32,12655.65,1,4,4,"Lost"
14040.0,"2011-10-30 12:42:00",35,12645.57,2,4,4,"At risk"
13013.0,"2011-12-08 15:01:00",29,12625.77,1,4,4,"Lost"
12536.0,"2011-10-27 14:20:00",3,12601.83,2,2,4,"At risk"
16814.0,"2011-11-25 13:27:00",36,12499.71,1,4,4,"Lost"
15194.0,"2011-12-06 15:10:00",28,12427.69,1,4,4,"Lost"
12474.0,"2011-11-22 14:39:00",31,12424.45,1,4,4,"Lost"
14936.0,"2011-11-06 10:30:00",12,12410.81,2,4,4,"At risk"
16000.0,"2011-12-07 12:17:00",3,12393.70,1,2,4,"Lost"
12481.0,"2011-11-17 08:29:00",15,12361.39,1,4,4,"Lost"
13050.0,"2011-11-25 09:18:00",35,12344.53,1,4,4,"Lost"
14739.0,"2011-12-05 16:54:00",25,12287.50,1,4,4,"Lost"
13854.0,"2011-12-01 09:06:00",39,12253.96,1,4,4,"Lost"
14735.0,"2011-12-06 12:09:00",56,12240.16,1,4,4,"Lost"
13418.0,"2011-11-28 10:23:00",31,12233.60,1,4,4,"Lost"
15023.0,"2011-12-06 17:23:00",20,12170.68,1,4,4,"Lost"
15144.0,"2011-12-01 15:12:00",29,12160.31,1,4,4,"Lost"
17338.0,"2011-11-22 14:23:00",17,12142.57,1,4,4,"Lost"
15555.0,"2011-11-27 16:19:00",36,12112.35,1,4,4,"Lost"
14415.0,"2011-12-08 14:38:00",23,12091.60,1,4,4,"Lost"
17364.0,"2011-12-09 09:00:00",28,12070.42,1,4,4,"Lost"
14505.0,"2011-11-22 15:45:00",19,12001.84,1,4,4,"Lost"
17044.0,"2011-11-14 14:28:00",12,11962.30,1,4,4,"Lost"
13458.0,"2011-12-02 15:29:00",16,11959.27,1,4,4,"Lost"
16258.0,"2011-10-25 13:30:00",15,11942.52,2,4,4,"At risk"
16523.0,"2011-12-08 09:06:00",28,11916.33,1,4,4,"Lost"
13687.0,"2010-09-27 16:30:00",1,11880.84,4,1,4,"At risk"
18226.0,"2011-10-26 13:36:00",26,11878.88,2,4,4,"At risk"
12705.0,"2011-11-24 13:17:00",14,11762.10,1,4,4,"Lost"
14426.0,"2011-11-16 12:25:00",17,11727.94,1,4,4,"Lost"
13102.0,"2011-12-08 12:52:00",37,11696.92,1,4,4,"Lost"
13004.0,"2011-11-28 11:27:00",36,11650.85,1,4,4,"Lost"
13576.0,"2011-11-29 15:34:00",28,11551.74,1,4,4,"Lost"
15218.0,"2011-11-29 11:48:00",22,11516.57,1,4,4,"Lost"
12668.0,"2011-11-28 10:56:00",10,11444.68,1,4,4,"Lost"
13680.0,"2011-12-08 13:47:00",12,11435.67,1,4,4,"Lost"
14016.0,"2011-07-01 11:29:00",11,11403.41,3,4,4,"Loyal"
17809.0,"2011-11-23 12:59:00",20,11337.39,1,4,4,"Lost"
14045.0,"2011-08-22 15:27:00",16,11313.03,3,4,4,"Loyal"
15874.0,"2011-10-07 12:31:00",21,11284.76,2,4,4,"At risk"
12539.0,"2011-11-17 13:30:00",7,11214.75,1,3,4,"Lost"
18055.0,"2011-12-02 14:25:00",14,11195.57,1,4,4,"Lost"
12524.0,"2011-11-30 15:31:00",17,11126.11,1,4,4,"Lost"
14134.0,"2010-11-22 12:26:00",15,11123.35,4,4,4,"Champion"
13941.0,"2011-11-18 09:43:00",15,11122.30,1,4,4,"Lost"
12918.0,"2010-03-23 15:22:00",1,10953.50,4,1,4,"At risk"
16985.0,"2011-11-22 13:33:00",23,10923.16,1,4,4,"Lost"
14796.0,"2011-12-08 15:31:00",27,10889.64,1,4,4,"Lost"
18052.0,"2010-05-24 11:11:00",1,10877.18,4,1,4,"At risk"
12431.0,"2011-11-04 11:55:00",27,10857.97,2,4,4,"At risk"
16033.0,"2011-12-04 12:44:00",27,10836.13,1,4,4,"Lost"
15694.0,"2011-12-09 09:44:00",24,10810.81,1,4,4,"Lost"
18229.0,"2011-11-28 09:48:00",28,10803.71,1,4,4,"Lost"
16984.0,"2011-09-12 13:43:00",9,10754.80,2,4,4,"At risk"
16327.0,"2011-11-25 13:23:00",16,10731.34,1,4,4,"Lost"
16168.0,"2011-11-29 12:45:00",66,10636.47,1,4,4,"Lost"
13324.0,"2011-11-03 16:28:00",18,10513.47,2,4,4,"At risk"
15290.0,"2011-12-05 11:39:00",26,10496.28,1,4,4,"Lost"
16782.0,"2011-11-29 13:20:00",38,10438.41,1,4,4,"Lost"
14028.0,"2010-06-07 13:33:00",3,10396.50,4,3,4,"Champion"
15296.0,"2011-10-20 11:47:00",12,10342.83,2,4,4,"At risk"
14422.0,"2011-12-09 11:26:00",19,10271.52,1,4,4,"Lost"
15719.0,"2011-11-07 12:29:00",31,10223.06,2,4,4,"At risk"
17160.0,"2011-11-08 14:05:00",17,10209.16,2,4,4,"At risk"
15805.0,"2011-11-16 16:32:00",30,10189.23,1,4,4,"Lost"
13599.0,"2011-12-08 16:10:00",33,10167.63,1,4,4,"Lost"
15547.0,"2011-12-02 12:52:00",26,10154.39,1,4,4,"Lost"
14085.0,"2011-12-07 13:46:00",33,10104.97,1,4,4,"Lost"
12839.0,"2011-12-07 12:33:00",26,10071.73,1,4,4,"Lost"
12766.0,"2011-12-06 08:46:00",9,10068.28,1,4,4,"Lost"
13985.0,"2011-12-05 17:06:00",22,10020.86,1,4,4,"Lost"
16353.0,"2011-12-06 12:23:00",38,9999.46,1,4,4,"Lost"
14755.0,"2011-11-30 11:24:00",25,9972.55,1,4,4,"Lost"
16182.0,"2011-09-28 13:23:00",9,9971.65,2,4,4,"At risk"
18260.0,"2011-06-20 12:37:00",23,9962.11,3,4,4,"Loyal"
14101.0,"2011-09-27 12:28:00",13,9961.93,2,4,4,"At risk"
16131.0,"2011-10-19 11:53:00",12,9957.42,2,4,4,"At risk"
17049.0,"2011-12-07 10:48:00",19,9947.48,1,4,4,"Lost"
14329.0,"2011-11-22 15:50:00",15,9927.22,1,4,4,"Lost"
17230.0,"2011-03-20 16:12:00",18,9924.95,3,4,4,"Loyal"
16701.0,"2011-12-01 11:10:00",26,9916.73,1,4,4,"Lost"
12758.0,"2011-08-15 10:22:00",7,9903.24,3,4,4,"Loyal"
18109.0,"2011-12-08 11:36:00",38,9893.96,1,4,4,"Lost"
13327.0,"2011-11-01 10:21:00",20,9879.48,2,4,4,"At risk"
12590.0,"2011-05-12 14:52:00",2,9864.26,3,2,4,"Loyal"
14828.0,"2011-05-27 10:16:00",13,9839.46,3,4,4,"Loyal"
12490.0,"2011-12-04 16:07:00",21,9823.64,1,4,4,"Lost"
13735.0,"2011-11-15 11:14:00",13,9813.22,1,4,4,"Lost"
14944.0,"2011-11-10 09:10:00",19,9784.67,2,4,4,"At risk"
17306.0,"2011-11-29 12:14:00",21,9782.35,1,4,4,"Lost"
13018.0,"2011-11-23 13:28:00",35,9763.16,1,4,4,"Lost"
13267.0,"2011-12-07 11:12:00",36,9758.26,1,4,4,"Lost"
13069.0,"2011-12-09 08:39:00",38,9683.13,1,4,4,"Lost"
12380.0,"2011-11-18 11:27:00",11,9676.30,1,4,4,"Lost"
17315.0,"2011-12-08 12:15:00",43,9650.60,1,4,4,"Lost"
14135.0,"2011-12-08 11:38:00",24,9643.92,1,4,4,"Lost"
17811.0,"2011-12-05 13:46:00",47,9609.80,1,4,4,"Lost"
17504.0,"2011-05-17 12:59:00",18,9565.12,3,4,4,"Loyal"
14091.0,"2010-02-23 15:17:00",2,9530.08,4,2,4,"Loyal"
14060.0,"2011-12-05 12:29:00",30,9519.08,1,4,4,"Lost"
13999.0,"2011-11-29 13:40:00",29,9502.26,1,4,4,"Lost"
13174.0,"2011-11-23 14:35:00",12,9494.84,1,4,4,"Lost"
15298.0,"2011-12-07 17:17:00",23,9459.37,1,4,4,"Lost"
14146.0,"2011-12-01 10:18:00",12,9450.30,1,4,4,"Lost"
15727.0,"2011-11-23 12:36:00",15,9445.51,1,4,4,"Lost"
14439.0,"2011-01-24 11:39:00",5,9443.04,3,3,4,"Loyal"
16550.0,"2011-08-23 11:12:00",18,9435.13,3,4,4,"Loyal"
17757.0,"2011-12-08 15:31:00",56,9422.45,1,4,4,"Lost"
13758.0,"2011-11-28 11:11:00",15,9416.98,1,4,4,"Lost"
15981.0,"2011-11-15 08:00:00",21,9362.77,1,4,4,"Lost"
15570.0,"2011-12-02 14:47:00",25,9311.04,1,4,4,"Lost"
12747.0,"2011-12-07 14:34:00",26,9276.54,1,4,4,"Lost"
13162.0,"2011-08-09 15:59:00",16,9275.49,3,4,4,"Loyal"
15249.0,"2011-11-08 11:45:00",18,9266.00,2,4,4,"At risk"
14367.0,"2011-12-01 13:19:00",16,9261.52,1,4,4,"Lost"
13448.0,"2011-11-23 12:33:00",13,9240.87,1,4,4,"Lost"
14292.0,"2011-12-02 11:50:00",16,9226.25,1,4,4,"Lost"
13756.0,"2011-12-07 16:44:00",23,9207.50,1,4,4,"Lost"
15260.0,"2011-08-31 13:55:00",25,9188.23,3,4,4,"Loyal"
16700.0,"2011-12-01 11:00:00",25,9167.71,1,4,4,"Lost"
17068.0,"2011-11-27 13:14:00",47,9161.08,1,4,4,"Lost"
16709.0,"2011-09-16 10:56:00",14,9087.46,2,4,4,"At risk"
15867.0,"2011-12-04 13:32:00",31,9063.95,1,4,4,"Lost"
15939.0,"2011-09-11 11:30:00",16,9060.39,2,4,4,"At risk"
17576.0,"2011-12-01 17:56:00",41,9056.81,1,4,4,"Lost"
12755.0,"2011-03-04 12:42:00",11,9030.66,3,4,4,"Loyal"
16186.0,"2011-11-17 12:43:00",26,9026.11,1,4,4,"Lost"
15150.0,"2011-11-22 12:52:00",13,9001.08,1,4,4,"Lost"
13555.0,"2011-09-27 12:36:00",13,8999.19,2,4,4,"At risk"
16722.0,"2011-11-22 13:28:00",22,8989.08,1,4,4,"Lost"
15903.0,"2011-11-30 08:08:00",12,8939.84,1,4,4,"Lost"
12359.0,"2011-10-13 12:47:00",10,8935.94,2,4,4,"At risk"
13269.0,"2011-12-08 14:53:00",28,8891.70,1,4,4,"Lost"
14709.0,"2011-11-24 15:41:00",25,8886.33,1,4,4,"Lost"
17396.0,"2011-10-31 14:12:00",14,8807.10,2,4,4,"At risk"
13047.0,"2011-11-08 12:06:00",24,8795.16,2,4,4,"At risk"
15984.0,"2011-12-07 12:16:00",30,8759.32,1,4,4,"Lost"
16532.0,"2011-11-22 11:08:00",5,8756.64,1,3,4,"Lost"
18041.0,"2011-11-28 11:39:00",38,8752.38,1,4,4,"Lost"
12957.0,"2011-11-30 09:53:00",13,8706.97,1,4,4,"Lost"
13263.0,"2011-12-08 13:59:00",39,8704.69,1,4,4,"Lost"
15955.0,"2011-11-15 14:15:00",22,8658.36,1,4,4,"Lost"
15497.0,"2011-11-22 11:51:00",9,8657.39,1,4,4,"Lost"
13148.0,"2011-11-10 15:23:00",26,8621.81,2,4,4,"At risk"
16945.0,"2011-11-18 11:39:00",33,8548.16,1,4,4,"Lost"
15281.0,"2011-10-12 09:10:00",16,8543.57,2,4,4,"At risk"
15270.0,"2011-11-24 09:24:00",21,8524.86,1,4,4,"Lost"
15786.0,"2011-10-24 14:13:00",5,8514.82,2,3,4,"At risk"
12798.0,"2011-11-29 15:52:00",4,8510.93,1,3,4,"Lost"
13209.0,"2011-11-09 13:54:00",13,8509.51,2,4,4,"At risk"
13715.0,"2011-03-03 19:21:00",17,8483.29,3,4,4,"Loyal"
14286.0,"2011-11-16 10:34:00",7,8479.76,1,4,4,"Lost"
18139.0,"2011-11-22 10:44:00",6,8438.34,1,3,4,"Lost"
14160.0,"2010-04-08 14:30:00",7,8421.47,4,4,4,"Champion"
14057.0,"2011-11-16 10:32:00",22,8408.84,1,4,4,"Lost"
13206.0,"2010-11-04 16:50:00",13,8377.32,4,4,4,"Champion"
17611.0,"2011-12-02 13:29:00",28,8371.98,1,4,4,"Lost"
14676.0,"2011-11-08 13:29:00",12,8356.79,2,4,4,"At risk"
12643.0,"2011-08-03 12:56:00",12,8350.42,3,4,4,"Loyal"
12637.0,"2011-10-03 13:46:00",12,8340.31,2,4,4,"At risk"
15034.0,"2011-11-24 12:11:00",14,8313.40,1,4,4,"Lost"
15998.0,"2011-11-03 12:45:00",16,8308.34,2,4,4,"At risk"
17686.0,"2011-12-02 15:39:00",9,8296.81,1,4,4,"Lost"
14030.0,"2011-11-21 16:48:00",20,8262.29,1,4,4,"Lost"
12720.0,"2011-12-07 08:03:00",30,8260.67,1,4,4,"Lost"
14525.0,"2011-11-20 11:37:00",17,8240.64,1,4,4,"Lost"
17365.0,"2011-11-27 12:13:00",15,8224.98,1,4,4,"Lost"
13381.0,"2011-11-08 11:58:00",12,8224.37,2,4,4,"At risk"
14056.0,"2011-12-08 13:36:00",23,8214.65,1,4,4,"Lost"
